crr_ran,over,wickets_fell,total_Score_range,dot,sing,doub,triple,four,six,wicket,total,dot_prob,sing_prob,doub_prob,trip_prob,four_prob,six_prob,wkt_prob
0 to 5,17,6,80 to 90,6,2,0,1,1,1,1,12,0.5,0.166666667,0,0.083333333,0.083333333,0.083333333,0.083333333
0 to 5,17,8,60 to 70,3,2,0,0,0,0,0,5,0.6,0.4,0,0,0,0,0
0 to 5,17,7,70 to 80,7,3,0,0,0,0,1,11,0.636363636,0.272727273,0,0,0,0,0.090909091
0 to 5,17,7,80 to 90,7,3,1,0,0,0,1,12,0.583333333,0.25,0.083333333,0,0,0,0.083333333
0 to 5,17,8,60 to 70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0 to 5,17,8,70 to 80,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
0 to 5,17,8,80 to 90,3,0,0,0,0,0,1,4,0.75,0,0,0,0,0,0.25
0 to 5,18,5,80 to 90,0,4,0,0,1,0,0,5,0,0.8,0,0,0.2,0,0
0 to 5,18,5,90 to 100,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0 to 5,18,5,80 to 90,0,3,1,0,0,0,1,5,0,0.6,0.2,0,0,0,0.2
0 to 5,18,7,70 to 80,2,1,1,0,0,0,0,4,0.5,0.25,0.25,0,0,0,0
0 to 5,18,6,80 to 90,13,15,1,0,0,1,2,32,0.40625,0.46875,0.03125,0,0,0.03125,0.0625
0 to 5,18,7,70 to 80,1,1,0,0,0,0,1,3,0.333333333,0.333333333,0,0,0,0,0.333333333
0 to 5,18,7,80 to 90,2,7,0,0,1,1,1,12,0.166666667,0.583333333,0,0,0.083333333,0.083333333,0.083333333
0 to 5,18,8,80 to 90,3,2,0,0,1,0,1,7,0.428571429,0.285714286,0,0,0.142857143,0,0.142857143
0 to 5,18,9,60 to 70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0 to 5,18,9,70 to 80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0 to 5,19,7,80 to 90,8,4,1,0,1,0,0,14,0.571428571,0.285714286,0.071428571,0,0.071428571,0,0
0 to 5,19,7,90 to 100,2,1,1,0,1,0,0,5,0.4,0.2,0.2,0,0.2,0,0
0 to 5,19,7,80 to 90,3,2,0,0,0,0,1,6,0.5,0.333333333,0,0,0,0,0.166666667
0 to 5,19,8,90 to 100,1,3,1,0,0,0,0,5,0.2,0.6,0.2,0,0,0,0
0 to 5,19,8,70 to 80,4,0,0,0,0,0,1,5,0.8,0,0,0,0,0,0.2
0 to 5,19,8,80 to 90,3,0,1,0,0,0,1,5,0.6,0,0.2,0,0,0,0.2
0 to 5,19,9,90 to 100,3,3,0,0,0,0,0,6,0.5,0.5,0,0,0,0,0
0 to 5,19,9,80 to 90,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0 to 5,20,7,90 to 100,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0 to 5,20,8,80 to 90,2,3,0,0,0,0,0,5,0.4,0.6,0,0,0,0,0
0 to 5,20,7,90 to 100,2,2,0,0,1,1,2,8,0.25,0.25,0,0,0.125,0.125,0.25
0 to 5,20,8,90 to 100,2,0,0,0,0,0,2,4,0.5,0,0,0,0,0,0.5
0 to 5,20,9,80 to 90,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0 to 5,20,9,90 to 100,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
10 to 11,1,0,0 to 10,3,3,2,2,4,1,0,15,0.2,0.2,0.133333333,0.133333333,0.266666667,0.066666667,0
10 to 11,1,0,10 to 20,2,2,2,0,2,0,0,8,0.25,0.25,0.25,0,0.25,0,0
10 to 11,1,0,0 to 10,1,1,1,0,2,1,2,8,0.125,0.125,0.125,0,0.25,0.125,0.25
10 to 11,1,0,10 to 20,1,0,1,0,1,0,1,4,0.25,0,0.25,0,0.25,0,0.25
10 to 11,2,0,10 to 20,7,7,3,2,8,4,0,31,0.225806452,0.225806452,0.096774194,0.064516129,0.258064516,0.129032258,0
10 to 11,2,0,20 to 30,5,4,3,0,5,1,0,18,0.277777778,0.222222222,0.166666667,0,0.277777778,0.055555556,0
10 to 11,2,0,10 to 20,3,1,0,0,3,0,3,10,0.3,0.1,0,0,0.3,0,0.3
10 to 11,2,0,20 to 30,2,1,2,0,3,0,1,9,0.222222222,0.111111111,0.222222222,0,0.333333333,0,0.111111111
10 to 11,3,0,20 to 30,10,11,6,3,10,6,0,46,0.217391304,0.239130435,0.130434783,0.065217391,0.217391304,0.130434783,0
10 to 11,3,0,30 to 40,5,5,2,0,8,2,0,22,0.227272727,0.227272727,0.090909091,0,0.363636364,0.090909091,0
10 to 11,3,0,20 to 30,7,7,2,2,2,0,2,22,0.318181818,0.318181818,0.090909091,0.090909091,0.090909091,0,0.090909091
10 to 11,3,0,30 to 40,2,1,0,0,1,0,1,5,0.4,0.2,0,0,0.2,0,0.2
10 to 11,3,2,20 to 30,1,1,0,0,2,0,0,4,0.25,0.25,0,0,0.5,0,0
10 to 11,3,1,30 to 40,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
10 to 11,4,0,30 to 40,9,12,3,0,14,8,0,46,0.195652174,0.260869565,0.065217391,0,0.304347826,0.173913043,0
10 to 11,4,0,40 to 50,8,8,2,0,6,4,0,28,0.285714286,0.285714286,0.071428571,0,0.214285714,0.142857143,0
10 to 11,4,0,30 to 40,12,7,1,0,7,1,5,33,0.363636364,0.212121212,0.03030303,0,0.212121212,0.03030303,0.151515152
10 to 11,4,1,40 to 50,3,4,1,0,2,1,0,11,0.272727273,0.363636364,0.090909091,0,0.181818182,0.090909091,0
10 to 11,4,1,30 to 40,1,1,0,0,1,0,1,4,0.25,0.25,0,0,0.25,0,0.25
10 to 11,4,2,40 to 50,0,0,1,0,0,1,0,2,0,0,0.5,0,0,0.5,0
10 to 11,4,3,40 to 50,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
10 to 11,5,0,40 to 50,12,13,6,0,14,6,0,51,0.235294118,0.254901961,0.117647059,0,0.274509804,0.117647059,0
10 to 11,5,0,50 to 60,9,7,2,0,8,3,0,29,0.310344828,0.24137931,0.068965517,0,0.275862069,0.103448276,0
10 to 11,5,0,40 to 50,8,9,0,1,6,2,4,30,0.266666667,0.3,0,0.033333333,0.2,0.066666667,0.133333333
10 to 11,5,0,50 to 60,4,7,0,0,3,3,2,19,0.210526316,0.368421053,0,0,0.157894737,0.157894737,0.105263158
10 to 11,5,1,40 to 50,5,3,0,0,1,1,1,11,0.454545455,0.272727273,0,0,0.090909091,0.090909091,0.090909091
10 to 11,5,1,50 to 60,4,2,0,0,3,0,1,10,0.4,0.2,0,0,0.3,0,0.1
10 to 11,5,3,40 to 50,1,0,0,0,1,1,0,3,0.333333333,0,0,0,0.333333333,0.333333333,0
10 to 11,6,0,50 to 60,10,12,4,1,12,6,0,45,0.222222222,0.266666667,0.088888889,0.022222222,0.266666667,0.133333333,0
10 to 11,6,0,60 to 70,5,7,1,0,8,4,0,25,0.2,0.28,0.04,0,0.32,0.16,0
10 to 11,6,0,50 to 60,6,10,3,0,11,4,2,36,0.166666667,0.277777778,0.083333333,0,0.305555556,0.111111111,0.055555556
10 to 11,6,0,60 to 70,9,14,2,0,11,4,2,42,0.214285714,0.333333333,0.047619048,0,0.261904762,0.095238095,0.047619048
10 to 11,6,1,50 to 60,6,4,0,0,3,1,1,15,0.4,0.266666667,0,0,0.2,0.066666667,0.066666667
10 to 11,6,1,60 to 70,6,2,1,0,1,2,1,13,0.461538462,0.153846154,0.076923077,0,0.076923077,0.153846154,0.076923077
10 to 11,6,2,50 to 60,1,1,0,0,0,0,1,3,0.333333333,0.333333333,0,0,0,0,0.333333333
10 to 11,6,2,60 to 70,4,1,0,0,1,0,1,7,0.571428571,0.142857143,0,0,0.142857143,0,0.142857143
10 to 11,7,0,60 to 70,8,11,1,0,4,2,0,26,0.307692308,0.423076923,0.038461538,0,0.153846154,0.076923077,0
10 to 11,7,0,70 to 80,8,13,0,0,3,6,0,30,0.266666667,0.433333333,0,0,0.1,0.2,0
10 to 11,7,0,60 to 70,10,14,4,0,8,3,1,40,0.25,0.35,0.1,0,0.2,0.075,0.025
10 to 11,7,0,70 to 80,5,12,2,0,3,2,1,25,0.2,0.48,0.08,0,0.12,0.08,0.04
10 to 11,7,1,60 to 70,4,6,3,0,0,0,2,15,0.266666667,0.4,0.2,0,0,0,0.133333333
10 to 11,7,1,70 to 80,2,3,1,0,2,0,1,9,0.222222222,0.333333333,0.111111111,0,0.222222222,0,0.111111111
10 to 11,7,2,60 to 70,2,1,0,0,0,0,1,4,0.5,0.25,0,0,0,0,0.25
10 to 11,7,2,70 to 80,1,1,0,0,0,0,1,3,0.333333333,0.333333333,0,0,0,0,0.333333333
10 to 11,7,4,70 to 80,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
10 to 11,7,4,70 to 80,0,1,0,0,0,0,1,2,0,0.5,0,0,0,0,0.5
10 to 11,8,0,70 to 80,5,11,1,0,4,2,0,23,0.217391304,0.47826087,0.043478261,0,0.173913043,0.086956522,0
10 to 11,8,0,80 to 90,5,12,2,0,7,0,0,26,0.192307692,0.461538462,0.076923077,0,0.269230769,0,0
10 to 11,8,1,70 to 80,8,8,2,0,4,1,0,23,0.347826087,0.347826087,0.086956522,0,0.173913043,0.043478261,0
10 to 11,8,0,80 to 90,5,10,1,0,1,1,1,19,0.263157895,0.526315789,0.052631579,0,0.052631579,0.052631579,0.052631579
10 to 11,8,1,70 to 80,5,7,1,0,2,1,2,18,0.277777778,0.388888889,0.055555556,0,0.111111111,0.055555556,0.111111111
10 to 11,8,2,80 to 90,2,4,0,0,0,3,0,9,0.222222222,0.444444444,0,0,0,0.333333333,0
10 to 11,8,2,70 to 80,0,2,0,0,0,0,1,3,0,0.666666667,0,0,0,0,0.333333333
10 to 11,8,3,80 to 90,0,3,0,0,1,0,0,4,0,0.75,0,0,0.25,0,0
10 to 11,8,5,70 to 80,1,2,0,0,1,0,0,4,0.25,0.5,0,0,0.25,0,0
10 to 11,8,5,80 to 90,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
10 to 11,9,0,100 to 110,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
10 to 11,9,0,80 to 90,4,5,3,0,2,3,0,17,0.235294118,0.294117647,0.176470588,0,0.117647059,0.176470588,0
10 to 11,9,0,90 to 100,5,16,3,0,5,1,0,30,0.166666667,0.533333333,0.1,0,0.166666667,0.033333333,0
10 to 11,9,0,80 to 90,2,13,0,0,2,2,1,20,0.1,0.65,0,0,0.1,0.1,0.05
10 to 11,9,0,90 to 100,6,7,0,0,3,2,1,19,0.315789474,0.368421053,0,0,0.157894737,0.105263158,0.052631579
10 to 11,9,2,80 to 90,1,1,1,1,2,0,0,6,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0,0
10 to 11,9,2,90 to 100,1,3,2,0,0,0,0,6,0.166666667,0.5,0.333333333,0,0,0,0
10 to 11,9,3,80 to 90,1,3,1,0,0,0,0,5,0.2,0.6,0.2,0,0,0,0
10 to 11,9,2,90 to 100,2,0,0,0,0,0,1,3,0.666666667,0,0,0,0,0,0.333333333
10 to 11,10,0,100 to 110,8,21,3,0,3,3,0,38,0.210526316,0.552631579,0.078947368,0,0.078947368,0.078947368,0
10 to 11,10,0,110 to 120,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10 to 11,10,0,90 to 100,1,5,3,0,1,3,0,13,0.076923077,0.384615385,0.230769231,0,0.076923077,0.230769231,0
10 to 11,10,0,100 to 110,5,16,2,0,2,4,1,30,0.166666667,0.533333333,0.066666667,0,0.066666667,0.133333333,0.033333333
10 to 11,10,0,90 to 100,6,8,1,0,3,3,1,22,0.272727273,0.363636364,0.045454545,0,0.136363636,0.136363636,0.045454545
10 to 11,10,1,100 to 110,1,2,0,0,1,0,2,6,0.166666667,0.333333333,0,0,0.166666667,0,0.333333333
10 to 11,10,2,90 to 100,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10 to 11,10,3,100 to 110,1,0,1,0,2,0,0,4,0.25,0,0.25,0,0.5,0,0
10 to 11,10,3,90 to 100,1,0,0,0,1,0,0,2,0.5,0,0,0,0.5,0,0
10 to 11,10,4,100 to 110,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0
10 to 11,10,4,110 to 120,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
10 to 11,10,5,100 to 110,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
10 to 11,10,5,100 to 110,0,2,1,0,0,0,1,4,0,0.5,0.25,0,0,0,0.25
10 to 11,11,0,100 to 110,3,6,1,0,0,1,0,11,0.272727273,0.545454545,0.090909091,0,0,0.090909091,0
10 to 11,11,0,110 to 120,8,10,2,0,2,3,0,25,0.32,0.4,0.08,0,0.08,0.12,0
10 to 11,11,0,100 to 110,2,10,2,0,6,1,2,23,0.086956522,0.434782609,0.086956522,0,0.260869565,0.043478261,0.086956522
10 to 11,11,0,110 to 120,7,12,3,0,4,1,4,31,0.225806452,0.387096774,0.096774194,0,0.129032258,0.032258065,0.129032258
10 to 11,11,1,120 to 130,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
10 to 11,11,1,100 to 110,2,7,1,0,2,1,2,15,0.133333333,0.466666667,0.066666667,0,0.133333333,0.066666667,0.133333333
10 to 11,11,1,110 to 120,3,6,0,1,2,0,1,13,0.230769231,0.461538462,0,0.076923077,0.153846154,0,0.076923077
10 to 11,11,3,100 to 110,2,3,1,0,0,0,0,6,0.333333333,0.5,0.166666667,0,0,0,0
10 to 11,11,3,110 to 120,1,1,0,0,1,1,0,4,0.25,0.25,0,0,0.25,0.25,0
10 to 11,11,3,110 to 120,0,2,0,0,0,0,1,3,0,0.666666667,0,0,0,0,0.333333333
10 to 11,12,0,110 to 120,3,3,0,0,1,0,0,7,0.428571429,0.428571429,0,0,0.142857143,0,0
10 to 11,12,0,120 to 130,3,2,1,0,2,0,0,8,0.375,0.25,0.125,0,0.25,0,0
10 to 11,12,0,110 to 120,3,13,1,0,5,2,1,25,0.12,0.52,0.04,0,0.2,0.08,0.04
10 to 11,12,1,120 to 130,7,10,1,0,3,2,0,23,0.304347826,0.434782609,0.043478261,0,0.130434783,0.086956522,0
10 to 11,12,1,130 to 140,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
10 to 11,12,1,110 to 120,3,6,0,1,1,2,1,14,0.214285714,0.428571429,0,0.071428571,0.071428571,0.142857143,0.071428571
10 to 11,12,1,120 to 130,5,7,0,0,6,2,1,21,0.238095238,0.333333333,0,0,0.285714286,0.095238095,0.047619048
10 to 11,12,1,130 to 140,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
10 to 11,12,3,110 to 120,2,3,0,0,1,2,0,8,0.25,0.375,0,0,0.125,0.25,0
10 to 11,12,2,120 to 130,5,6,1,0,0,1,1,14,0.357142857,0.428571429,0.071428571,0,0,0.071428571,0.071428571
10 to 11,12,3,130 to 140,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
10 to 11,13,0,120 to 130,0,5,2,0,2,0,0,9,0,0.555555556,0.222222222,0,0.222222222,0,0
10 to 11,13,0,130 to 140,1,3,1,0,1,0,0,6,0.166666667,0.5,0.166666667,0,0.166666667,0,0
10 to 11,13,0,120 to 130,3,8,2,0,0,4,1,18,0.166666667,0.444444444,0.111111111,0,0,0.222222222,0.055555556
10 to 11,13,0,130 to 140,8,9,1,0,3,7,1,29,0.275862069,0.310344828,0.034482759,0,0.103448276,0.24137931,0.034482759
10 to 11,13,1,140 to 150,0,3,0,0,0,1,0,4,0,0.75,0,0,0,0.25,0
10 to 11,13,2,120 to 130,5,7,2,0,2,2,0,18,0.277777778,0.388888889,0.111111111,0,0.111111111,0.111111111,0
10 to 11,13,2,130 to 140,6,11,1,0,0,4,0,22,0.272727273,0.5,0.045454545,0,0,0.181818182,0
10 to 11,13,2,140 to 150,0,0,0,0,2,1,0,3,0,0,0,0,0.666666667,0.333333333,0
10 to 11,13,3,120 to 130,1,5,0,0,1,0,0,7,0.142857143,0.714285714,0,0,0.142857143,0,0
10 to 11,13,2,130 to 140,2,4,0,0,0,1,1,8,0.25,0.5,0,0,0,0.125,0.125
10 to 11,13,3,140 to 150,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
10 to 11,13,3,120 to 130,0,1,0,0,0,0,1,2,0,0.5,0,0,0,0,0.5
10 to 11,13,4,130 to 140,1,3,0,0,0,0,0,4,0.25,0.75,0,0,0,0,0
10 to 11,14,0,130 to 140,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
10 to 11,14,0,140 to 150,1,1,1,0,1,0,0,4,0.25,0.25,0.25,0,0.25,0,0
10 to 11,14,0,130 to 140,2,9,5,0,1,4,1,22,0.090909091,0.409090909,0.227272727,0,0.045454545,0.181818182,0.045454545
10 to 11,14,1,140 to 150,5,15,3,0,5,4,0,32,0.15625,0.46875,0.09375,0,0.15625,0.125,0
10 to 11,14,1,150 to 160,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10 to 11,14,1,130 to 140,5,5,0,0,2,4,4,20,0.25,0.25,0,0,0.1,0.2,0.2
10 to 11,14,1,140 to 150,1,9,4,0,6,2,1,23,0.043478261,0.391304348,0.173913043,0,0.260869565,0.086956522,0.043478261
10 to 11,14,1,150 to 160,0,1,0,0,0,2,1,4,0,0.25,0,0,0,0.5,0.25
10 to 11,14,3,130 to 140,0,2,1,1,0,1,0,5,0,0.4,0.2,0.2,0,0.2,0
10 to 11,14,2,140 to 150,2,7,0,0,1,2,1,13,0.153846154,0.538461538,0,0,0.076923077,0.153846154,0.076923077
10 to 11,14,3,150 to 160,0,4,1,0,0,0,0,5,0,0.8,0.2,0,0,0,0
10 to 11,14,4,130 to 140,1,2,0,0,0,0,0,3,0.333333333,0.666666667,0,0,0,0,0
10 to 11,14,4,140 to 150,0,1,0,0,0,1,0,2,0,0.5,0,0,0,0.5,0
10 to 11,15,0,140 to 150,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10 to 11,15,0,150 to 160,0,1,0,1,0,1,0,3,0,0.333333333,0,0.333333333,0,0.333333333,0
10 to 11,15,0,160 to 170,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
10 to 11,15,1,140 to 150,2,5,1,0,1,3,0,12,0.166666667,0.416666667,0.083333333,0,0.083333333,0.25,0
10 to 11,15,0,150 to 160,3,8,1,0,9,5,1,27,0.111111111,0.296296296,0.037037037,0,0.333333333,0.185185185,0.037037037
10 to 11,15,1,160 to 170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
10 to 11,15,1,140 to 150,4,4,1,0,3,1,2,15,0.266666667,0.266666667,0.066666667,0,0.2,0.066666667,0.133333333
10 to 11,15,1,150 to 160,4,11,3,0,5,5,2,30,0.133333333,0.366666667,0.1,0,0.166666667,0.166666667,0.066666667
10 to 11,15,2,160 to 170,0,1,1,0,1,1,0,4,0,0.25,0.25,0,0.25,0.25,0
10 to 11,15,2,140 to 150,0,1,0,0,2,0,4,7,0,0.142857143,0,0,0.285714286,0,0.571428571
10 to 11,15,2,150 to 160,2,7,2,0,4,1,1,17,0.117647059,0.411764706,0.117647059,0,0.235294118,0.058823529,0.058823529
10 to 11,15,3,160 to 170,1,2,0,0,0,0,0,3,0.333333333,0.666666667,0,0,0,0,0
10 to 11,15,3,140 to 150,3,1,0,0,1,0,2,7,0.428571429,0.142857143,0,0,0.142857143,0,0.285714286
10 to 11,15,4,150 to 160,0,2,1,0,2,0,0,5,0,0.4,0.2,0,0.4,0,0
10 to 11,15,4,160 to 170,1,1,1,0,0,1,0,4,0.25,0.25,0.25,0,0,0.25,0
10 to 11,15,5,150 to 160,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10 to 11,16,0,160 to 170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
10 to 11,16,1,150 to 160,1,6,2,0,5,1,0,15,0.066666667,0.4,0.133333333,0,0.333333333,0.066666667,0
10 to 11,16,1,160 to 170,2,13,2,0,4,0,0,21,0.095238095,0.619047619,0.095238095,0,0.19047619,0,0
10 to 11,16,1,150 to 160,5,8,3,0,2,1,4,23,0.217391304,0.347826087,0.130434783,0,0.086956522,0.043478261,0.173913043
10 to 11,16,1,160 to 170,5,7,4,0,2,3,2,23,0.217391304,0.304347826,0.173913043,0,0.086956522,0.130434783,0.086956522
10 to 11,16,2,170 to 180,3,7,0,0,1,1,0,12,0.25,0.583333333,0,0,0.083333333,0.083333333,0
10 to 11,16,3,150 to 160,0,4,0,0,1,0,0,5,0,0.8,0,0,0.2,0,0
10 to 11,16,2,160 to 170,3,7,1,0,1,1,2,15,0.2,0.466666667,0.066666667,0,0.066666667,0.066666667,0.133333333
10 to 11,16,2,170 to 180,1,1,0,0,0,1,2,5,0.2,0.2,0,0,0,0.2,0.4
10 to 11,16,4,150 to 160,0,2,3,0,3,0,0,8,0,0.25,0.375,0,0.375,0,0
10 to 11,16,3,160 to 170,6,7,2,0,0,2,2,19,0.315789474,0.368421053,0.105263158,0,0,0.105263158,0.105263158
10 to 11,16,4,170 to 180,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
10 to 11,16,4,150 to 160,0,1,0,0,0,0,1,2,0,0.5,0,0,0,0,0.5
10 to 11,16,4,160 to 170,1,2,1,0,0,0,1,5,0.2,0.4,0.2,0,0,0,0.2
10 to 11,17,1,160 to 170,3,2,2,0,1,1,0,9,0.333333333,0.222222222,0.222222222,0,0.111111111,0.111111111,0
10 to 11,17,1,170 to 180,2,4,3,1,3,5,0,18,0.111111111,0.222222222,0.166666667,0.055555556,0.166666667,0.277777778,0
10 to 11,17,1,180 to 190,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10 to 11,17,2,160 to 170,2,8,2,0,3,4,0,19,0.105263158,0.421052632,0.105263158,0,0.157894737,0.210526316,0
10 to 11,17,1,170 to 180,3,5,3,0,5,7,1,24,0.125,0.208333333,0.125,0,0.208333333,0.291666667,0.041666667
10 to 11,17,2,180 to 190,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10 to 11,17,3,160 to 170,1,6,0,0,6,0,0,13,0.076923077,0.461538462,0,0,0.461538462,0,0
10 to 11,17,2,170 to 180,5,13,2,0,3,3,4,30,0.166666667,0.433333333,0.066666667,0,0.1,0.1,0.133333333
10 to 11,17,3,180 to 190,2,6,1,0,3,0,0,12,0.166666667,0.5,0.083333333,0,0.25,0,0
10 to 11,17,4,160 to 170,1,4,1,0,1,1,0,8,0.125,0.5,0.125,0,0.125,0.125,0
10 to 11,17,3,170 to 180,5,7,3,0,4,3,2,24,0.208333333,0.291666667,0.125,0,0.166666667,0.125,0.083333333
10 to 11,17,3,180 to 190,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
10 to 11,17,4,170 to 180,1,3,1,0,0,1,1,7,0.142857143,0.428571429,0.142857143,0,0,0.142857143,0.142857143
10 to 11,17,5,180 to 190,0,2,0,0,1,0,0,3,0,0.666666667,0,0,0.333333333,0,0
10 to 11,18,1,170 to 180,3,3,0,0,1,1,0,8,0.375,0.375,0,0,0.125,0.125,0
10 to 11,18,1,180 to 190,1,5,2,0,1,5,0,14,0.071428571,0.357142857,0.142857143,0,0.071428571,0.357142857,0
10 to 11,18,1,190 to 200,0,0,0,0,1,2,0,3,0,0,0,0,0.333333333,0.666666667,0
10 to 11,18,1,170 to 180,1,8,5,0,2,2,2,20,0.05,0.4,0.25,0,0.1,0.1,0.1
10 to 11,18,2,180 to 190,1,4,5,1,2,2,0,15,0.066666667,0.266666667,0.333333333,0.066666667,0.133333333,0.133333333,0
10 to 11,18,2,190 to 200,1,1,0,0,0,2,0,4,0.25,0.25,0,0,0,0.5,0
10 to 11,18,2,170 to 180,0,8,2,0,7,4,2,23,0,0.347826087,0.086956522,0,0.304347826,0.173913043,0.086956522
10 to 11,18,2,180 to 190,2,17,1,0,6,8,3,37,0.054054054,0.459459459,0.027027027,0,0.162162162,0.216216216,0.081081081
10 to 11,18,3,190 to 200,3,1,0,0,1,4,0,9,0.333333333,0.111111111,0,0,0.111111111,0.444444444,0
10 to 11,18,4,170 to 180,2,5,1,0,1,1,0,10,0.2,0.5,0.1,0,0.1,0.1,0
10 to 11,18,3,180 to 190,8,11,3,1,6,0,6,35,0.228571429,0.314285714,0.085714286,0.028571429,0.171428571,0,0.171428571
10 to 11,18,3,190 to 200,2,3,3,0,2,1,1,12,0.166666667,0.25,0.25,0,0.166666667,0.083333333,0.083333333
10 to 11,18,4,170 to 180,0,2,1,0,1,1,4,9,0,0.222222222,0.111111111,0,0.111111111,0.111111111,0.444444444
10 to 11,18,4,180 to 190,3,13,2,0,5,1,2,26,0.115384615,0.5,0.076923077,0,0.192307692,0.038461538,0.076923077
10 to 11,18,4,190 to 200,0,0,1,0,0,1,1,3,0,0,0.333333333,0,0,0.333333333,0.333333333
10 to 11,18,5,180 to 190,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
10 to 11,19,1,190 to 200,2,3,0,0,1,0,0,6,0.333333333,0.5,0,0,0.166666667,0,0
10 to 11,19,1,200 to 210,2,2,0,0,0,3,0,7,0.285714286,0.285714286,0,0,0,0.428571429,0
10 to 11,19,1,180 to 190,2,4,2,0,2,1,1,12,0.166666667,0.333333333,0.166666667,0,0.166666667,0.083333333,0.083333333
10 to 11,19,2,190 to 200,3,3,3,0,5,0,0,14,0.214285714,0.214285714,0.214285714,0,0.357142857,0,0
10 to 11,19,2,200 to 210,0,0,1,0,2,0,0,3,0,0,0.333333333,0,0.666666667,0,0
10 to 11,19,2,180 to 190,5,7,2,2,4,3,1,24,0.208333333,0.291666667,0.083333333,0.083333333,0.166666667,0.125,0.041666667
10 to 11,19,3,190 to 200,4,13,6,0,9,6,0,38,0.105263158,0.342105263,0.157894737,0,0.236842105,0.157894737,0
10 to 11,19,3,200 to 210,1,2,0,0,3,2,0,8,0.125,0.25,0,0,0.375,0.25,0
10 to 11,19,3,180 to 190,2,3,0,0,2,1,1,9,0.222222222,0.333333333,0,0,0.222222222,0.111111111,0.111111111
10 to 11,19,3,190 to 200,3,16,5,0,10,1,7,42,0.071428571,0.380952381,0.119047619,0,0.238095238,0.023809524,0.166666667
10 to 11,19,4,200 to 210,3,6,0,0,7,1,0,17,0.176470588,0.352941176,0,0,0.411764706,0.058823529,0
10 to 11,19,4,180 to 190,1,8,2,0,2,1,2,16,0.0625,0.5,0.125,0,0.125,0.0625,0.125
10 to 11,19,4,190 to 200,4,8,0,0,3,4,2,21,0.19047619,0.380952381,0,0,0.142857143,0.19047619,0.095238095
10 to 11,19,4,200 to 210,0,3,2,0,1,0,1,7,0,0.428571429,0.285714286,0,0.142857143,0,0.142857143
10 to 11,19,5,180 to 190,2,1,0,0,0,1,2,6,0.333333333,0.166666667,0,0,0,0.166666667,0.333333333
10 to 11,19,5,190 to 200,1,6,1,1,3,1,4,17,0.058823529,0.352941176,0.058823529,0.058823529,0.176470588,0.058823529,0.235294118
10 to 11,19,6,200 to 210,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
10 to 11,20,1,200 to 210,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
10 to 11,20,1,210 to 220,1,1,0,0,1,1,0,4,0.25,0.25,0,0,0.25,0.25,0
10 to 11,20,2,190 to 200,0,1,1,0,2,0,0,4,0,0.25,0.25,0,0.5,0,0
10 to 11,20,2,200 to 210,1,2,2,0,1,1,0,7,0.142857143,0.285714286,0.285714286,0,0.142857143,0.142857143,0
10 to 11,20,1,210 to 220,1,2,0,0,1,0,1,5,0.2,0.4,0,0,0.2,0,0.2
